order_id,customer_id,product_id,quantity,order_date,name,age,country,gender,product_name,category,price,cost,month
119,186,53,6,2023-03-22,Customer_186,32,Saudi Arabia,Female,Product_53,Toys,146.9,154.85,3
120,325,48,1,2023-05-02,Customer_325,46,Qatar,Female,Product_48,Clothing,365.44,155.7,5
121,218,95,5,2024-06-29,Customer_218,53,Saudi Arabia,Female,Product_95,Electronics,189.06,210.77,6
122,420,98,7,2024-12-29,Customer_420,24,Egypt,Male,Product_98,Electronics,123.01,387.33,12
123,401,25,9,2023-02-24,Customer_401,46,Egypt,Male,Product_25,Clothing,382.35,171.03,2
124,304,39,4,2023-09-25,Customer_304,19,Saudi Arabia,Female,Product_39,Beauty,10.57,155.0,9
125,415,10,9,2023-03-23,Customer_415,47,Saudi Arabia,Female,Product_10,Clothing,414.83,68.27,3
126,258,73,7,2023-03-29,Customer_258,35,UAE,Female,Product_73,Clothing,87.93,131.02,3
127,334,70,6,2024-04-10,Customer_334,55,UAE,Female,Product_70,Toys,87.93,339.69,4
128,418,15,2,2024-10-23,Customer_418,46,Qatar,Male,Product_15,Clothing,158.95,72.84,10
129,259,30,9,2024-11-19,Customer_259,18,UAE,Female,Product_30,Beauty,280.01,298.89,11
130,403,76,8,2024-06-29,Customer_403,49,Saudi Arabia,Female,Product_76,Home,318.37,173.4,6
131,60,40,6,2023-08-12,Customer_60,52,Qatar,Male,Product_40,Toys,315.43,258.14,8
132,268,32,8,2024-08-04,Customer_268,18,Kuwait,Male,Product_32,Electronics,110.16,171.36,8
133,27,16,4,2023-04-16,Customer_27,42,Egypt,Female,Product_16,Clothing,102.81,185.46,4
134,266,10,6,2024-06-10,Customer_266,49,Qatar,Female,Product_10,Clothing,414.83,68.27,6
135,428,8,9,2023-08-02,Customer_428,52,Egypt,Female,Product_8,Electronics,269.68,57.24,8
136,15,75,6,2023-04-14,Customer_15,53,Egypt,Male,Product_75,Electronics,145.63,13.16,4
137,109,56,5,2024-09-28,Customer_109,43,Qatar,Male,Product_56,Clothing,169.13,5.44,9
138,404,20,1,2024-12-31,Customer_404,21,Qatar,Male,Product_20,Clothing,184.22,56.6,12
139,155,19,7,2023-06-30,Customer_155,27,Qatar,Male,Product_19,Home,302.0,123.92,6
140,139,74,5,2023-01-17,Customer_139,40,Kuwait,Female,Product_74,Home,461.89,134.75,1
141,145,10,4,2024-11-16,Customer_145,26,Egypt,Male,Product_10,Clothing,414.83,68.27,11
142,492,39,6,2024-03-15,Customer_492,46,Saudi Arabia,Female,Product_39,Beauty,10.57,155.0,3
143,69,15,6,2024-03-03,Customer_69,42,Kuwait,Female,Product_15,Clothing,158.95,72.84,3
144,450,30,7,2023-12-22,Customer_450,42,UAE,Female,Product_30,Beauty,280.01,298.89,12
145,386,57,2,2024-11-27,Customer_386,30,Kuwait,Female,Product_57,Toys,429.19,398.05,11
146,485,81,9,2024-03-03,Customer_485,33,Egypt,Female,Product_81,Toys,273.89,275.85,3
147,122,50,6,2024-02-11,Customer_122,24,Qatar,Female,Product_50,Toys,315.37,252.15,2
148,429,26,3,2023-04-16,Customer_429,38,UAE,Male,Product_26,Beauty,51.73,366.32,4
149,464,60,5,2024-07-01,Customer_464,38,Kuwait,Female,Product_60,Home,404.11,170.36,7
150,495,15,5,2023-07-27,Customer_495,20,UAE,Male,Product_15,Clothing,158.95,72.84,7
151,214,82,6,2024-03-31,Customer_214,59,Qatar,Female,Product_82,Beauty,39.93,307.25,3
152,438,88,4,2023-12-29,Customer_438,56,Qatar,Male,Product_88,Beauty,224.58,271.82,12
153,353,15,8,2024-11-20,Customer_353,29,Kuwait,Male,Product_15,Clothing,158.95,72.84,11
154,312,29,2,2024-04-09,Customer_312,51,Saudi Arabia,Female,Product_29,Toys,244.96,349.06,4
155,263,40,9,2024-06-06,Customer_263,45,Saudi Arabia,Male,Product_40,Toys,315.43,258.14,6
156,202,21,7,2023-11-26,Customer_202,46,UAE,Male,Product_21,Clothing,269.9,233.61,11
157,117,100,4,2023-08-01,Customer_117,38,Kuwait,Male,Product_100,Home,423.31,166.36,8
158,167,89,5,2023-06-27,Customer_167,21,Saudi Arabia,Female,Product_89,Clothing,67.18,205.02,6
159,261,53,7,2024-08-06,Customer_261,47,Qatar,Female,Product_53,Toys,146.9,154.85,8
160,412,80,7,2024-07-09,Customer_412,49,Egypt,Female,Product_80,Toys,141.57,180.05,7
161,115,77,8,2024-04-21,Customer_115,19,Egypt,Female,Product_77,Home,357.39,36.75,4
162,53,50,2,2023-06-27,Customer_53,47,Saudi Arabia,Male,Product_50,Toys,315.37,252.15,6
163,148,47,9,2024-04-30,Customer_148,21,Saudi Arabia,Male,Product_47,Home,374.67,381.1,4
164,50,45,1,2023-06-02,Customer_50,57,UAE,Female,Product_45,Electronics,87.89,130.75,6
165,397,33,4,2023-10-02,Customer_397,46,Saudi Arabia,Female,Product_33,Home,95.43,258.84,10
166,413,78,1,2023-11-12,Customer_413,44,Kuwait,Female,Product_78,Clothing,244.53,264.75,11
167,492,28,2,2024-03-28,Customer_492,46,Saudi Arabia,Female,Product_28,Home,107.76,58.66,3
168,63,69,2,2024-01-27,Customer_63,56,Egypt,Female,Product_69,Toys,208.09,37.41,1
169,272,4,2,2023-02-11,Customer_272,58,Qatar,Male,Product_4,Beauty,238.96,44.13,2
170,89,39,1,2023-04-07,Customer_89,45,Egypt,Male,Product_39,Beauty,10.57,155.0,4
171,77,8,8,2023-03-06,Customer_77,47,Egypt,Female,Product_8,Electronics,269.68,57.24,3
172,286,63,6,2023-11-07,Customer_286,26,Qatar,Male,Product_63,Clothing,311.95,65.4,11
173,432,62,8,2024-04-15,Customer_432,32,UAE,Male,Product_62,Electronics,382.64,145.93,4
174,337,59,7,2024-12-29,Customer_337,33,UAE,Male,Product_59,Home,180.06,395.0,12
175,133,38,3,2023-09-20,Customer_133,54,Egypt,Female,Product_38,Electronics,462.23,66.09,9
176,357,14,7,2023-02-12,Customer_357,32,Egypt,Male,Product_14,Clothing,36.07,150.08,2
177,310,6,8,2023-12-31,Customer_310,53,Kuwait,Male,Product_6,Electronics,164.89,345.75,12
178,241,74,1,2024-09-09,Customer_241,40,Saudi Arabia,Male,Product_74,Home,461.89,134.75,9
179,27,95,7,2024-12-22,Customer_27,42,Egypt,Female,Product_95,Electronics,189.06,210.77,12
180,332,32,9,2023-12-17,Customer_332,55,Egypt,Male,Product_32,Electronics,110.16,171.36,12
181,78,55,1,2024-01-23,Customer_78,59,Egypt,Male,Product_55,Clothing,175.47,286.16,1
182,49,28,8,2023-01-19,Customer_49,21,Saudi Arabia,Female,Product_28,Home,107.76,58.66,1
183,24,81,3,2023-08-19,Customer_24,31,UAE,Female,Product_81,Toys,273.89,275.85,8
184,174,69,1,2023-11-10,Customer_174,59,Qatar,Female,Product_69,Toys,208.09,37.41,11
185,41,29,4,2024-04-20,Customer_41,26,Saudi Arabia,Male,Product_29,Toys,244.96,349.06,4
186,252,96,1,2024-02-09,Customer_252,38,Saudi Arabia,Male,Product_96,Beauty,278.58,4.37,2
187,24,56,1,2024-09-28,Customer_24,31,UAE,Female,Product_56,Clothing,169.13,5.44,9
188,446,54,1,2023-01-29,Customer_446,35,Saudi Arabia,Male,Product_54,Beauty,321.44,214.75,1
189,236,74,4,2023-03-29,Customer_236,20,Saudi Arabia,Male,Product_74,Home,461.89,134.75,3
190,160,31,1,2024-05-16,Customer_160,59,Egypt,Female,Product_31,Electronics,190.48,21.14,5
191,500,64,9,2023-11-26,Customer_500,27,Qatar,Male,Product_64,Electronics,294.5,211.05,11
192,405,2,7,2024-01-27,Customer_405,34,Egypt,Male,Product_2,Electronics,385.43,21.99,1
193,220,42,9,2024-04-28,Customer_220,25,UAE,Male,Product_42,Home,175.95,61.58,4
194,338,41,2,2023-09-08,Customer_338,22,Saudi Arabia,Female,Product_41,Toys,147.85,55.66,9
195,164,82,5,2023-03-11,Customer_164,36,Kuwait,Female,Product_82,Beauty,39.93,307.25,3
196,236,11,3,2023-09-11,Customer_236,20,Saudi Arabia,Male,Product_11,Home,45.51,287.13,9
197,18,25,3,2024-09-20,Customer_18,38,Kuwait,Female,Product_25,Clothing,382.35,171.03,9
198,113,84,6,2023-01-09,Customer_113,52,Egypt,Female,Product_84,Home,30.27,345.42,1
199,54,17,6,2023-08-23,Customer_54,37,Egypt,Female,Product_17,Home,45.2,77.51,8
200,179,50,3,2023-04-27,Customer_179,59,Kuwait,Female,Product_50,Toys,315.37,252.15,4
201,165,65,1,2024-11-02,Customer_165,20,Kuwait,Male,Product_65,Home,355.4,7.71,11
202,135,91,1,2023-01-14,Customer_135,37,Kuwait,Female,Product_91,Toys,18.29,290.66,1
203,375,54,4,2024-08-07,Customer_375,41,Kuwait,Female,Product_54,Beauty,321.44,214.75,8
204,298,66,1,2023-03-05,Customer_298,31,Kuwait,Female,Product_66,Electronics,474.26,194.76,3
205,275,94,8,2024-04-29,Customer_275,42,Saudi Arabia,Female,Product_94,Home,135.9,308.65,4
206,462,91,8,2023-05-08,Customer_462,26,UAE,Male,Product_91,Toys,18.29,290.66,5
207,211,3,4,2023-01-27,Customer_211,57,Saudi Arabia,Male,Product_3,Electronics,274.96,132.4,1
208,88,68,8,2023-06-18,Customer_88,48,Saudi Arabia,Male,Product_68,Beauty,67.01,392.23,6
209,116,12,7,2024-05-22,Customer_116,19,Qatar,Male,Product_12,Toys,159.53,7.14,5
210,413,91,1,2023-09-25,Customer_413,44,Kuwait,Female,Product_91,Toys,18.29,290.66,9
211,481,67,1,2024-04-23,Customer_481,48,Saudi Arabia,Male,Product_67,Toys,135.82,291.51,4
212,78,35,1,2023-01-29,Customer_78,59,Egypt,Male,Product_35,Electronics,299.51,285.89,1
213,454,89,8,2024-04-29,Customer_454,40,Qatar,Female,Product_89,Clothing,67.18,205.02,4
214,136,40,1,2023-03-07,Customer_136,19,Egypt,Male,Product_40,Toys,315.43,258.14,3
215,249,93,2,2024-01-11,Customer_249,55,Kuwait,Female,Product_93,Clothing,239.38,69.8,1
216,379,70,6,2024-01-01,Customer_379,30,Saudi Arabia,Male,Product_70,Toys,87.93,339.69,1
217,100,20,3,2023-11-29,Customer_100,44,Egypt,Female,Product_20,Clothing,184.22,56.6,11
218,40,58,2,2023-02-13,Customer_40,34,Kuwait,Male,Product_58,Electronics,451.24,265.03,2
219,390,58,4,2023-07-30,Customer_390,22,Saudi Arabia,Female,Product_58,Electronics,451.24,265.03,7
220,80,59,2,2023-03-14,Customer_80,39,Qatar,Female,Product_59,Home,180.06,395.0,3
221,231,93,1,2024-09-19,Customer_231,30,Qatar,Male,Product_93,Clothing,239.38,69.8,9
222,427,40,9,2024-02-18,Customer_427,39,Egypt,Male,Product_40,Toys,315.43,258.14,2
223,9,44,1,2024-03-12,Customer_9,55,Saudi Arabia,Male,Product_44,Toys,33.93,70.37,3
224,352,11,9,2024-11-18,Customer_352,32,Kuwait,Female,Product_11,Home,45.51,287.13,11
225,270,97,6,2023-06-21,Customer_270,55,Kuwait,Female,Product_97,Beauty,70.74,176.02,6
226,170,47,4,2024-12-10,Customer_170,51,Qatar,Male,Product_47,Home,374.67,381.1,12
227,185,92,8,2023-05-04,Customer_185,45,UAE,Male,Product_92,Electronics,361.74,148.05,5
228,185,77,5,2023-04-07,Customer_185,45,UAE,Male,Product_77,Home,357.39,36.75,4
229,321,87,6,2024-06-13,Customer_321,55,Kuwait,Female,Product_87,Home,229.31,7.27,6
230,352,88,6,2023-07-02,Customer_352,32,Kuwait,Female,Product_88,Beauty,224.58,271.82,7
231,6,58,3,2023-03-08,Customer_6,35,UAE,Male,Product_58,Electronics,451.24,265.03,3
232,302,99,5,2024-01-10,Customer_302,42,Egypt,Male,Product_99,Electronics,409.52,180.13,1
233,459,48,5,2024-04-13,Customer_459,28,Egypt,Female,Product_48,Clothing,365.44,155.7,4
234,183,53,2,2023-10-14,Customer_183,26,Saudi Arabia,Female,Product_53,Toys,146.9,154.85,10
235,360,17,7,2023-05-06,Customer_360,30,Saudi Arabia,Male,Product_17,Home,45.2,77.51,5
236,322,69,4,2024-11-21,Customer_322,56,Saudi Arabia,Male,Product_69,Toys,208.09,37.41,11
237,50,68,5,2023-04-07,Customer_50,57,UAE,Female,Product_68,Beauty,67.01,392.23,4
238,311,62,7,2023-10-07,Customer_311,44,Egypt,Male,Product_62,Electronics,382.64,145.93,10
239,6,97,1,2024-05-25,Customer_6,35,UAE,Male,Product_97,Beauty,70.74,176.02,5
240,183,23,1,2023-06-05,Customer_183,26,Saudi Arabia,Female,Product_23,Electronics,407.77,359.88,6
241,68,92,3,2024-11-10,Customer_68,28,UAE,Male,Product_92,Electronics,361.74,148.05,11
242,144,29,1,2024-01-12,Customer_144,52,Egypt,Female,Product_29,Toys,244.96,349.06,1
243,414,17,1,2023-06-07,Customer_414,51,UAE,Male,Product_17,Home,45.2,77.51,6
244,76,95,8,2023-12-28,Customer_76,33,Qatar,Female,Product_95,Electronics,189.06,210.77,12
245,9,24,3,2023-10-26,Customer_9,55,Saudi Arabia,Male,Product_24,Beauty,77.24,251.59,10
246,366,36,4,2024-11-26,Customer_366,39,Kuwait,Male,Product_36,Home,339.29,91.02,11
247,372,33,3,2024-03-28,Customer_372,57,Egypt,Male,Product_33,Home,95.43,258.84,3
248,435,33,7,2024-12-13,Customer_435,26,Qatar,Male,Product_33,Home,95.43,258.84,12
249,134,2,5,2023-11-07,Customer_134,40,Qatar,Female,Product_2,Electronics,385.43,21.99,11
250,235,2,8,2023-08-06,Customer_235,25,Egypt,Female,Product_2,Electronics,385.43,21.99,8
251,499,7,1,2024-01-19,Customer_499,42,Saudi Arabia,Male,Product_7,Electronics,266.85,117.02,1
252,212,51,7,2024-10-23,Customer_212,24,Qatar,Male,Product_51,Beauty,221.69,269.12,10
253,111,40,7,2024-03-14,Customer_111,44,Egypt,Female,Product_40,Toys,315.43,258.14,3
254,497,79,6,2023-12-01,Customer_497,24,Kuwait,Female,Product_79,Electronics,422.73,146.32,12
255,223,42,6,2024-09-24,Customer_223,33,Egypt,Male,Product_42,Home,175.95,61.58,9
256,438,68,1,2023-05-17,Customer_438,56,Qatar,Male,Product_68,Beauty,67.01,392.23,5
257,404,36,7,2024-04-12,Customer_404,21,Qatar,Male,Product_36,Home,339.29,91.02,4
258,52,38,7,2023-05-14,Customer_52,28,Saudi Arabia,Female,Product_38,Electronics,462.23,66.09,5
259,324,83,5,2023-04-17,Customer_324,53,Saudi Arabia,Male,Product_83,Clothing,337.21,338.11,4
260,365,10,8,2023-12-01,Customer_365,21,UAE,Female,Product_10,Clothing,414.83,68.27,12
261,369,85,7,2024-07-20,Customer_369,59,UAE,Female,Product_85,Beauty,414.85,139.99,7
262,454,85,6,2023-06-25,Customer_454,40,Qatar,Female,Product_85,Beauty,414.85,139.99,6
263,492,61,2,2023-11-08,Customer_492,46,Saudi Arabia,Female,Product_61,Beauty,81.52,131.11,11
264,407,79,6,2024-01-01,Customer_407,29,UAE,Female,Product_79,Electronics,422.73,146.32,1
265,83,33,1,2024-02-05,Customer_83,52,Qatar,Male,Product_33,Home,95.43,258.84,2
266,272,27,9,2023-04-17,Customer_272,58,Qatar,Male,Product_27,Home,339.0,342.47,4
267,472,56,1,2023-01-19,Customer_472,23,Saudi Arabia,Female,Product_56,Clothing,169.13,5.44,1
268,491,99,2,2023-10-02,Customer_491,38,UAE,Female,Product_99,Electronics,409.52,180.13,10
269,319,24,5,2023-02-13,Customer_319,26,Kuwait,Female,Product_24,Beauty,77.24,251.59,2
270,72,90,4,2023-04-03,Customer_72,46,Saudi Arabia,Female,Product_90,Clothing,148.06,368.48,4
271,195,5,2,2024-06-22,Customer_195,57,UAE,Male,Product_5,Home,312.44,170.43,6
